no,Tweet
274,The major reason is central government is subsidizing upi transaction due to multiple merchants involved  as amount of upi transactions are increasing leaps and bounds it will cost lot more. There might be possiblity that in future upi transactions are charged as well like imps so CBDC could be an alternative to that plus adoption of blockchain technology which is transparent and much safe as well could be promoted.
275,"The biggest problem in India is tracking government money allocated to needed people that will be solved, don't expect one implementation can solve everything in india"
276,"Absolutely wrong interpretation of digital Rupi by Akshat. You are simply misguiding people against an  excellent format of currency, Akshat. This digital currency will largely minimize the leakage of DBT money. Lot other benefits are also there."
277,"If everyone is using UPI and if we pay directly from our account to other account isn't that call digital money,do we need another digital money??i think what we are doing is just fine,we can pay  using UPI and when we want cash we can withdraw from ATM and i think is is just perfect."
278,"Isn't it our money right now is digital and physical money??why do we need digital currency when we are using digital money thru UPI,"
279,"There is no interest,  no return on Investment how can it be a alternative to cryptocurrency?"
280,Enable is pronounced as 'In-able' not 'un-able'. Sounds weird to hear it as unable :)
281,do you make interest on cash in wallet? E-Rupi is same except in digital form where you no longer need to carry wads of notes in pocket...nothing less nothing more.
282,Here is the honest opinion i am watching akshat video since when he has 7 lakh followers in his previous videos he used to say facts and let us decide our good and bad but now i am seeing he is forcing his opinions and presenting this is god for economy this is bad for economy as per his limited knowledge either he claiming he knows much better than all experts on economy or rbi executive or banks senior executive or he is just a fool trying to become wannabe intellectual you tell me how many of you have benefited from his financial adviice of spending money either in blockchain based crytocurrencies or in any shares he suggested i would love to know.
283,"Starting early is the best way of getting ahead to build wealth, investing remains a priority. The stock market has plenty of opportunities to earn a decent payouts, with the right skills and proper understanding of how the market works."
284,It is being promoted for central funded scheme in states so that centre can track the money and corruption is minimised.
285,Excellent analysis !! 👍👍👍
286,very useful video...
287,Lé People : Manga Kisne Tha CBDC... Lé Govt. : Bus aise hi sexy lag raha tha...😅
288,One benefit will be the reduction in corruption in different central and state government project execution. The money can be tracked if it is being used for the purpose it has been assigned for. Please watchout p gurus channel for more info.
289,Benefits of CBDC is control of corruption  This single benefit will change fate of India
290,You forgot to mention some points 1. Cbdc will be a substitute to swift network and others. Like in 2016 usa banned iran from selling oil... india could not use any payment channel to trade..so it has to abide to usa terms.  2. It will benifit atmarnirbhar bharat by linking with upi as it is free and there is no fee on any transactions unlike in usa and other capitalistic countries.  3. In near future we may even see atm getting obsolete as maintaining physical cash is a burden to government..so all my get digital.  4. As the e-rupi is backed by rbi as legal tender.. so in any fraud cause.. when someone swipe away ur funds..there is less chance u vll get it back...as today banks dont take responsibilities for any cybercrime... this will make rbi liable to give compensation to citizens.  Overall its a smart move by rbi to bring such remarkable instruement .
